# "All scores of the run."
,value,score,CV,CV_col,model,target,mean,sem
25,1.0,Acc_group,train,CV_25,XGBC,classifier_Selection,1.0,0.0
26,1.0,Acc_group,train,CV_26,XGBC,classifier_Selection,1.0,0.0
27,1.0,Acc_group,train,CV_27,XGBC,classifier_Selection,1.0,0.0
28,1.0,Acc_group,train,CV_28,XGBC,classifier_Selection,1.0,0.0
29,1.0,Acc_group,train,CV_29,XGBC,classifier_Selection,1.0,0.0
30,1.0,Acc_group,train,CV_30,XGBC,classifier_Selection,1.0,0.0
31,1.0,Acc_group,train,CV_31,XGBC,classifier_Selection,1.0,0.0
32,1.0,Acc_group,test,CV_0,XGBC,classifier_Selection,0.84375,0.06521328221627366
33,1.0,Acc_group,test,CV_1,XGBC,classifier_Selection,0.84375,0.06521328221627366
34,0.0,Acc_group,test,CV_2,XGBC,classifier_Selection,0.84375,0.06521328221627366
35,1.0,Acc_group,test,CV_3,XGBC,classifier_Selection,0.84375,0.06521328221627366
36,0.0,Acc_group,test,CV_4,XGBC,classifier_Selection,0.84375,0.06521328221627366
37,1.0,Acc_group,test,CV_5,XGBC,classifier_Selection,0.84375,0.06521328221627366
38,1.0,Acc_group,test,CV_6,XGBC,classifier_Selection,0.84375,0.06521328221627366
39,1.0,Acc_group,test,CV_7,XGBC,classifier_Selection,0.84375,0.06521328221627366
40,1.0,Acc_group,test,CV_8,XGBC,classifier_Selection,0.84375,0.06521328221627366
41,0.0,Acc_group,test,CV_9,XGBC,classifier_Selection,0.84375,0.06521328221627366
42,1.0,Acc_group,test,CV_10,XGBC,classifier_Selection,0.84375,0.06521328221627366
43,1.0,Acc_group,test,CV_11,XGBC,classifier_Selection,0.84375,0.06521328221627366
44,1.0,Acc_group,test,CV_12,XGBC,classifier_Selection,0.84375,0.06521328221627366
45,0.0,Acc_group,test,CV_13,XGBC,classifier_Selection,0.84375,0.06521328221627366
46,1.0,Acc_group,test,CV_14,XGBC,classifier_Selection,0.84375,0.06521328221627366
47,1.0,Acc_group,test,CV_15,XGBC,classifier_Selection,0.84375,0.06521328221627366
48,0.0,Acc_group,test,CV_16,XGBC,classifier_Selection,0.84375,0.06521328221627366
49,1.0,Acc_group,test,CV_17,XGBC,classifier_Selection,0.84375,0.06521328221627366
50,1.0,Acc_group,test,CV_18,XGBC,classifier_Selection,0.84375,0.06521328221627366
51,1.0,Acc_group,test,CV_19,XGBC,classifier_Selection,0.84375,0.06521328221627366
52,1.0,Acc_group,test,CV_20,XGBC,classifier_Selection,0.84375,0.06521328221627366
53,1.0,Acc_group,test,CV_21,XGBC,classifier_Selection,0.84375,0.06521328221627366
54,1.0,Acc_group,test,CV_22,XGBC,classifier_Selection,0.84375,0.06521328221627366
55,1.0,Acc_group,test,CV_23,XGBC,classifier_Selection,0.84375,0.06521328221627366
56,1.0,Acc_group,test,CV_24,XGBC,classifier_Selection,0.84375,0.06521328221627366
57,1.0,Acc_group,test,CV_25,XGBC,classifier_Selection,0.84375,0.06521328221627366
58,1.0,Acc_group,test,CV_26,XGBC,classifier_Selection,0.84375,0.06521328221627366
59,1.0,Acc_group,test,CV_27,XGBC,classifier_Selection,0.84375,0.06521328221627366
60,1.0,Acc_group,test,CV_28,XGBC,classifier_Selection,0.84375,0.06521328221627366
61,1.0,Acc_group,test,CV_29,XGBC,classifier_Selection,0.84375,0.06521328221627366
62,1.0,Acc_group,test,CV_30,XGBC,classifier_Selection,0.84375,0.06521328221627366
63,1.0,Acc_group,test,CV_31,XGBC,classifier_Selection,0.84375,0.06521328221627366
0,1.0,Acc_group,train,CV_0,RFC,classifier_Selection,1.0,0.0
1,1.0,Acc_group,train,CV_1,RFC,classifier_Selection,1.0,0.0
2,1.0,Acc_group,train,CV_2,RFC,classifier_Selection,1.0,0.0
3,1.0,Acc_group,train,CV_3,RFC,classifier_Selection,1.0,0.0
4,1.0,Acc_group,train,CV_4,RFC,classifier_Selection,1.0,0.0
5,1.0,Acc_group,train,CV_5,RFC,classifier_Selection,1.0,0.0
6,1.0,Acc_group,train,CV_6,RFC,classifier_Selection,1.0,0.0
7,1.0,Acc_group,train,CV_7,RFC,classifier_Selection,1.0,0.0
8,1.0,Acc_group,train,CV_8,RFC,classifier_Selection,1.0,0.0
9,1.0,Acc_group,train,CV_9,RFC,classifier_Selection,1.0,0.0
10,1.0,Acc_group,train,CV_10,RFC,classifier_Selection,1.0,0.0
11,1.0,Acc_group,train,CV_11,RFC,classifier_Selection,1.0,0.0
12,1.0,Acc_group,train,CV_12,RFC,classifier_Selection,1.0,0.0
13,1.0,Acc_group,train,CV_13,RFC,classifier_Selection,1.0,0.0
14,1.0,Acc_group,train,CV_14,RFC,classifier_Selection,1.0,0.0
15,1.0,Acc_group,train,CV_15,RFC,classifier_Selection,1.0,0.0
16,1.0,Acc_group,train,CV_16,RFC,classifier_Selection,1.0,0.0
17,1.0,Acc_group,train,CV_17,RFC,classifier_Selection,1.0,0.0
18,1.0,Acc_group,train,CV_18,RFC,classifier_Selection,1.0,0.0
19,1.0,Acc_group,train,CV_19,RFC,classifier_Selection,1.0,0.0
20,1.0,Acc_group,train,CV_20,RFC,classifier_Selection,1.0,0.0
21,1.0,Acc_group,train,CV_21,RFC,classifier_Selection,1.0,0.0
22,1.0,Acc_group,train,CV_22,RFC,classifier_Selection,1.0,0.0
23,1.0,Acc_group,train,CV_23,RFC,classifier_Selection,1.0,0.0
24,1.0,Acc_group,train,CV_24,RFC,classifier_Selection,1.0,0.0
25,1.0,Acc_group,train,CV_25,RFC,classifier_Selection,1.0,0.0
26,1.0,Acc_group,train,CV_26,RFC,classifier_Selection,1.0,0.0
27,1.0,Acc_group,train,CV_27,RFC,classifier_Selection,1.0,0.0
28,1.0,Acc_group,train,CV_28,RFC,classifier_Selection,1.0,0.0
29,1.0,Acc_group,train,CV_29,RFC,classifier_Selection,1.0,0.0
30,1.0,Acc_group,train,CV_30,RFC,classifier_Selection,1.0,0.0
31,1.0,Acc_group,train,CV_31,RFC,classifier_Selection,1.0,0.0
32,1.0,Acc_group,test,CV_0,RFC,classifier_Selection,0.8125,0.07010217197868429
33,0.0,Acc_group,test,CV_1,RFC,classifier_Selection,0.8125,0.07010217197868429
34,0.0,Acc_group,test,CV_2,RFC,classifier_Selection,0.8125,0.07010217197868429
35,1.0,Acc_group,test,CV_3,RFC,classifier_Selection,0.8125,0.07010217197868429
36,0.0,Acc_group,test,CV_4,RFC,classifier_Selection,0.8125,0.07010217197868429
37,1.0,Acc_group,test,CV_5,RFC,classifier_Selection,0.8125,0.07010217197868429
38,1.0,Acc_group,test,CV_6,RFC,classifier_Selection,0.8125,0.07010217197868429
39,1.0,Acc_group,test,CV_7,RFC,classifier_Selection,0.8125,0.07010217197868429
40,1.0,Acc_group,test,CV_8,RFC,classifier_Selection,0.8125,0.07010217197868429
41,0.0,Acc_group,test,CV_9,RFC,classifier_Selection,0.8125,0.07010217197868429
42,1.0,Acc_group,test,CV_10,RFC,classifier_Selection,0.8125,0.07010217197868429
43,1.0,Acc_group,test,CV_11,RFC,classifier_Selection,0.8125,0.07010217197868429
44,1.0,Acc_group,test,CV_12,RFC,classifier_Selection,0.8125,0.07010217197868429
45,0.0,Acc_group,test,CV_13,RFC,classifier_Selection,0.8125,0.07010217197868429
46,1.0,Acc_group,test,CV_14,RFC,classifier_Selection,0.8125,0.07010217197868429
47,1.0,Acc_group,test,CV_15,RFC,classifier_Selection,0.8125,0.07010217197868429
48,0.0,Acc_group,test,CV_16,RFC,classifier_Selection,0.8125,0.07010217197868429
49,1.0,Acc_group,test,CV_17,RFC,classifier_Selection,0.8125,0.07010217197868429
50,1.0,Acc_group,test,CV_18,RFC,classifier_Selection,0.8125,0.07010217197868429
51,1.0,Acc_group,test,CV_19,RFC,classifier_Selection,0.8125,0.07010217197868429
52,1.0,Acc_group,test,CV_20,RFC,classifier_Selection,0.8125,0.07010217197868429
53,1.0,Acc_group,test,CV_21,RFC,classifier_Selection,0.8125,0.07010217197868429
54,1.0,Acc_group,test,CV_22,RFC,classifier_Selection,0.8125,0.07010217197868429
55,1.0,Acc_group,test,CV_23,RFC,classifier_Selection,0.8125,0.07010217197868429
56,1.0,Acc_group,test,CV_24,RFC,classifier_Selection,0.8125,0.07010217197868429
57,1.0,Acc_group,test,CV_25,RFC,classifier_Selection,0.8125,0.07010217197868429
58,1.0,Acc_group,test,CV_26,RFC,classifier_Selection,0.8125,0.07010217197868429
59,1.0,Acc_group,test,CV_27,RFC,classifier_Selection,0.8125,0.07010217197868429
60,1.0,Acc_group,test,CV_28,RFC,classifier_Selection,0.8125,0.07010217197868429
61,1.0,Acc_group,test,CV_29,RFC,classifier_Selection,0.8125,0.07010217197868429
62,1.0,Acc_group,test,CV_30,RFC,classifier_Selection,0.8125,0.07010217197868429
63,1.0,Acc_group,test,CV_31,RFC,classifier_Selection,0.8125,0.07010217197868429
0,1.0,Acc_group,train,CV_0,LogR,classifier_Selection,1.0,0.0
1,1.0,Acc_group,train,CV_1,LogR,classifier_Selection,1.0,0.0
2,1.0,Acc_group,train,CV_2,LogR,classifier_Selection,1.0,0.0
3,1.0,Acc_group,train,CV_3,LogR,classifier_Selection,1.0,0.0
4,1.0,Acc_group,train,CV_4,LogR,classifier_Selection,1.0,0.0
5,1.0,Acc_group,train,CV_5,LogR,classifier_Selection,1.0,0.0
6,1.0,Acc_group,train,CV_6,LogR,classifier_Selection,1.0,0.0
7,1.0,Acc_group,train,CV_7,LogR,classifier_Selection,1.0,0.0
8,1.0,Acc_group,train,CV_8,LogR,classifier_Selection,1.0,0.0
9,1.0,Acc_group,train,CV_9,LogR,classifier_Selection,1.0,0.0
10,1.0,Acc_group,train,CV_10,LogR,classifier_Selection,1.0,0.0
11,1.0,Acc_group,train,CV_11,LogR,classifier_Selection,1.0,0.0
12,1.0,Acc_group,train,CV_12,LogR,classifier_Selection,1.0,0.0
13,1.0,Acc_group,train,CV_13,LogR,classifier_Selection,1.0,0.0
14,1.0,Acc_group,train,CV_14,LogR,classifier_Selection,1.0,0.0
15,1.0,Acc_group,train,CV_15,LogR,classifier_Selection,1.0,0.0
16,1.0,Acc_group,train,CV_16,LogR,classifier_Selection,1.0,0.0
17,1.0,Acc_group,train,CV_17,LogR,classifier_Selection,1.0,0.0
18,1.0,Acc_group,train,CV_18,LogR,classifier_Selection,1.0,0.0
19,1.0,Acc_group,train,CV_19,LogR,classifier_Selection,1.0,0.0
20,1.0,Acc_group,train,CV_20,LogR,classifier_Selection,1.0,0.0
21,1.0,Acc_group,train,CV_21,LogR,classifier_Selection,1.0,0.0
22,1.0,Acc_group,train,CV_22,LogR,classifier_Selection,1.0,0.0
23,1.0,Acc_group,train,CV_23,LogR,classifier_Selection,1.0,0.0
24,1.0,Acc_group,train,CV_24,LogR,classifier_Selection,1.0,0.0
25,1.0,Acc_group,train,CV_25,LogR,classifier_Selection,1.0,0.0
26,1.0,Acc_group,train,CV_26,LogR,classifier_Selection,1.0,0.0
27,1.0,Acc_group,train,CV_27,LogR,classifier_Selection,1.0,0.0
28,1.0,Acc_group,train,CV_28,LogR,classifier_Selection,1.0,0.0
29,1.0,Acc_group,train,CV_29,LogR,classifier_Selection,1.0,0.0
30,1.0,Acc_group,train,CV_30,LogR,classifier_Selection,1.0,0.0
31,1.0,Acc_group,train,CV_31,LogR,classifier_Selection,1.0,0.0
32,1.0,Acc_group,test,CV_0,LogR,classifier_Selection,0.9375,0.04347552147751577
33,1.0,Acc_group,test,CV_1,LogR,classifier_Selection,0.9375,0.04347552147751577
34,1.0,Acc_group,test,CV_2,LogR,classifier_Selection,0.9375,0.04347552147751577
35,1.0,Acc_group,test,CV_3,LogR,classifier_Selection,0.9375,0.04347552147751577
36,0.0,Acc_group,test,CV_4,LogR,classifier_Selection,0.9375,0.04347552147751577
37,1.0,Acc_group,test,CV_5,LogR,classifier_Selection,0.9375,0.04347552147751577
38,1.0,Acc_group,test,CV_6,LogR,classifier_Selection,0.9375,0.04347552147751577
39,1.0,Acc_group,test,CV_7,LogR,classifier_Selection,0.9375,0.04347552147751577
40,1.0,Acc_group,test,CV_8,LogR,classifier_Selection,0.9375,0.04347552147751577
41,1.0,Acc_group,test,CV_9,LogR,classifier_Selection,0.9375,0.04347552147751577
42,1.0,Acc_group,test,CV_10,LogR,classifier_Selection,0.9375,0.04347552147751577
43,1.0,Acc_group,test,CV_11,LogR,classifier_Selection,0.9375,0.04347552147751577
44,1.0,Acc_group,test,CV_12,LogR,classifier_Selection,0.9375,0.04347552147751577
45,1.0,Acc_group,test,CV_13,LogR,classifier_Selection,0.9375,0.04347552147751577
46,1.0,Acc_group,test,CV_14,LogR,classifier_Selection,0.9375,0.04347552147751577
47,1.0,Acc_group,test,CV_15,LogR,classifier_Selection,0.9375,0.04347552147751577
48,0.0,Acc_group,test,CV_16,LogR,classifier_Selection,0.9375,0.04347552147751577
49,1.0,Acc_group,test,CV_17,LogR,classifier_Selection,0.9375,0.04347552147751577
50,1.0,Acc_group,test,CV_18,LogR,classifier_Selection,0.9375,0.04347552147751577
51,1.0,Acc_group,test,CV_19,LogR,classifier_Selection,0.9375,0.04347552147751577
52,1.0,Acc_group,test,CV_20,LogR,classifier_Selection,0.9375,0.04347552147751577
53,1.0,Acc_group,test,CV_21,LogR,classifier_Selection,0.9375,0.04347552147751577
54,1.0,Acc_group,test,CV_22,LogR,classifier_Selection,0.9375,0.04347552147751577
55,1.0,Acc_group,test,CV_23,LogR,classifier_Selection,0.9375,0.04347552147751577
56,1.0,Acc_group,test,CV_24,LogR,classifier_Selection,0.9375,0.04347552147751577
57,1.0,Acc_group,test,CV_25,LogR,classifier_Selection,0.9375,0.04347552147751577
58,1.0,Acc_group,test,CV_26,LogR,classifier_Selection,0.9375,0.04347552147751577
59,1.0,Acc_group,test,CV_27,LogR,classifier_Selection,0.9375,0.04347552147751577
60,1.0,Acc_group,test,CV_28,LogR,classifier_Selection,0.9375,0.04347552147751577
61,1.0,Acc_group,test,CV_29,LogR,classifier_Selection,0.9375,0.04347552147751577
62,1.0,Acc_group,test,CV_30,LogR,classifier_Selection,0.9375,0.04347552147751577
63,1.0,Acc_group,test,CV_31,LogR,classifier_Selection,0.9375,0.04347552147751577
0,1.0,Acc_group,train,CV_0,NNC,classifier_Selection,1.0,0.0
1,1.0,Acc_group,train,CV_1,NNC,classifier_Selection,1.0,0.0
2,1.0,Acc_group,train,CV_2,NNC,classifier_Selection,1.0,0.0
3,1.0,Acc_group,train,CV_3,NNC,classifier_Selection,1.0,0.0
4,1.0,Acc_group,train,CV_4,NNC,classifier_Selection,1.0,0.0
5,1.0,Acc_group,train,CV_5,NNC,classifier_Selection,1.0,0.0
6,1.0,Acc_group,train,CV_6,NNC,classifier_Selection,1.0,0.0
7,1.0,Acc_group,train,CV_7,NNC,classifier_Selection,1.0,0.0
8,1.0,Acc_group,train,CV_8,NNC,classifier_Selection,1.0,0.0
9,1.0,Acc_group,train,CV_9,NNC,classifier_Selection,1.0,0.0
10,1.0,Acc_group,train,CV_10,NNC,classifier_Selection,1.0,0.0
11,1.0,Acc_group,train,CV_11,NNC,classifier_Selection,1.0,0.0
12,1.0,Acc_group,train,CV_12,NNC,classifier_Selection,1.0,0.0
13,1.0,Acc_group,train,CV_13,NNC,classifier_Selection,1.0,0.0
14,1.0,Acc_group,train,CV_14,NNC,classifier_Selection,1.0,0.0
15,1.0,Acc_group,train,CV_15,NNC,classifier_Selection,1.0,0.0
16,1.0,Acc_group,train,CV_16,NNC,classifier_Selection,1.0,0.0
17,1.0,Acc_group,train,CV_17,NNC,classifier_Selection,1.0,0.0
18,1.0,Acc_group,train,CV_18,NNC,classifier_Selection,1.0,0.0
19,1.0,Acc_group,train,CV_19,NNC,classifier_Selection,1.0,0.0
20,1.0,Acc_group,train,CV_20,NNC,classifier_Selection,1.0,0.0
21,1.0,Acc_group,train,CV_21,NNC,classifier_Selection,1.0,0.0
22,1.0,Acc_group,train,CV_22,NNC,classifier_Selection,1.0,0.0
23,1.0,Acc_group,train,CV_23,NNC,classifier_Selection,1.0,0.0
24,1.0,Acc_group,train,CV_24,NNC,classifier_Selection,1.0,0.0
25,1.0,Acc_group,train,CV_25,NNC,classifier_Selection,1.0,0.0
26,1.0,Acc_group,train,CV_26,NNC,classifier_Selection,1.0,0.0
27,1.0,Acc_group,train,CV_27,NNC,classifier_Selection,1.0,0.0
28,1.0,Acc_group,train,CV_28,NNC,classifier_Selection,1.0,0.0
29,1.0,Acc_group,train,CV_29,NNC,classifier_Selection,1.0,0.0
30,1.0,Acc_group,train,CV_30,NNC,classifier_Selection,1.0,0.0
31,1.0,Acc_group,train,CV_31,NNC,classifier_Selection,1.0,0.0
32,1.0,Acc_group,test,CV_0,NNC,classifier_Selection,0.9375,0.04347552147751577
33,1.0,Acc_group,test,CV_1,NNC,classifier_Selection,0.9375,0.04347552147751577
34,1.0,Acc_group,test,CV_2,NNC,classifier_Selection,0.9375,0.04347552147751577
35,1.0,Acc_group,test,CV_3,NNC,classifier_Selection,0.9375,0.04347552147751577
36,0.0,Acc_group,test,CV_4,NNC,classifier_Selection,0.9375,0.04347552147751577
37,1.0,Acc_group,test,CV_5,NNC,classifier_Selection,0.9375,0.04347552147751577
38,1.0,Acc_group,test,CV_6,NNC,classifier_Selection,0.9375,0.04347552147751577
39,1.0,Acc_group,test,CV_7,NNC,classifier_Selection,0.9375,0.04347552147751577
40,1.0,Acc_group,test,CV_8,NNC,classifier_Selection,0.9375,0.04347552147751577
41,1.0,Acc_group,test,CV_9,NNC,classifier_Selection,0.9375,0.04347552147751577
42,1.0,Acc_group,test,CV_10,NNC,classifier_Selection,0.9375,0.04347552147751577
43,1.0,Acc_group,test,CV_11,NNC,classifier_Selection,0.9375,0.04347552147751577
44,1.0,Acc_group,test,CV_12,NNC,classifier_Selection,0.9375,0.04347552147751577
45,1.0,Acc_group,test,CV_13,NNC,classifier_Selection,0.9375,0.04347552147751577
46,1.0,Acc_group,test,CV_14,NNC,classifier_Selection,0.9375,0.04347552147751577
47,1.0,Acc_group,test,CV_15,NNC,classifier_Selection,0.9375,0.04347552147751577
48,0.0,Acc_group,test,CV_16,NNC,classifier_Selection,0.9375,0.04347552147751577
49,1.0,Acc_group,test,CV_17,NNC,classifier_Selection,0.9375,0.04347552147751577
50,1.0,Acc_group,test,CV_18,NNC,classifier_Selection,0.9375,0.04347552147751577
51,1.0,Acc_group,test,CV_19,NNC,classifier_Selection,0.9375,0.04347552147751577
52,1.0,Acc_group,test,CV_20,NNC,classifier_Selection,0.9375,0.04347552147751577
53,1.0,Acc_group,test,CV_21,NNC,classifier_Selection,0.9375,0.04347552147751577
54,1.0,Acc_group,test,CV_22,NNC,classifier_Selection,0.9375,0.04347552147751577
55,1.0,Acc_group,test,CV_23,NNC,classifier_Selection,0.9375,0.04347552147751577
56,1.0,Acc_group,test,CV_24,NNC,classifier_Selection,0.9375,0.04347552147751577
57,1.0,Acc_group,test,CV_25,NNC,classifier_Selection,0.9375,0.04347552147751577
58,1.0,Acc_group,test,CV_26,NNC,classifier_Selection,0.9375,0.04347552147751577
59,1.0,Acc_group,test,CV_27,NNC,classifier_Selection,0.9375,0.04347552147751577
60,1.0,Acc_group,test,CV_28,NNC,classifier_Selection,0.9375,0.04347552147751577
61,1.0,Acc_group,test,CV_29,NNC,classifier_Selection,0.9375,0.04347552147751577
62,1.0,Acc_group,test,CV_30,NNC,classifier_Selection,0.9375,0.04347552147751577
63,1.0,Acc_group,test,CV_31,NNC,classifier_Selection,0.9375,0.04347552147751577
0,1.0,Acc_group,train,CV_0,GPC,classifier_Selection,1.0,0.0
1,1.0,Acc_group,train,CV_1,GPC,classifier_Selection,1.0,0.0
2,1.0,Acc_group,train,CV_2,GPC,classifier_Selection,1.0,0.0
3,1.0,Acc_group,train,CV_3,GPC,classifier_Selection,1.0,0.0
4,1.0,Acc_group,train,CV_4,GPC,classifier_Selection,1.0,0.0
5,1.0,Acc_group,train,CV_5,GPC,classifier_Selection,1.0,0.0
6,1.0,Acc_group,train,CV_6,GPC,classifier_Selection,1.0,0.0
7,1.0,Acc_group,train,CV_7,GPC,classifier_Selection,1.0,0.0
8,1.0,Acc_group,train,CV_8,GPC,classifier_Selection,1.0,0.0
9,1.0,Acc_group,train,CV_9,GPC,classifier_Selection,1.0,0.0
10,1.0,Acc_group,train,CV_10,GPC,classifier_Selection,1.0,0.0
11,1.0,Acc_group,train,CV_11,GPC,classifier_Selection,1.0,0.0
12,1.0,Acc_group,train,CV_12,GPC,classifier_Selection,1.0,0.0
13,1.0,Acc_group,train,CV_13,GPC,classifier_Selection,1.0,0.0
14,1.0,Acc_group,train,CV_14,GPC,classifier_Selection,1.0,0.0
15,1.0,Acc_group,train,CV_15,GPC,classifier_Selection,1.0,0.0
16,1.0,Acc_group,train,CV_16,GPC,classifier_Selection,1.0,0.0
17,1.0,Acc_group,train,CV_17,GPC,classifier_Selection,1.0,0.0
18,1.0,Acc_group,train,CV_18,GPC,classifier_Selection,1.0,0.0
19,1.0,Acc_group,train,CV_19,GPC,classifier_Selection,1.0,0.0
20,1.0,Acc_group,train,CV_20,GPC,classifier_Selection,1.0,0.0
21,1.0,Acc_group,train,CV_21,GPC,classifier_Selection,1.0,0.0
22,1.0,Acc_group,train,CV_22,GPC,classifier_Selection,1.0,0.0
23,1.0,Acc_group,train,CV_23,GPC,classifier_Selection,1.0,0.0
24,1.0,Acc_group,train,CV_24,GPC,classifier_Selection,1.0,0.0
25,1.0,Acc_group,train,CV_25,GPC,classifier_Selection,1.0,0.0
26,1.0,Acc_group,train,CV_26,GPC,classifier_Selection,1.0,0.0
27,1.0,Acc_group,train,CV_27,GPC,classifier_Selection,1.0,0.0
28,1.0,Acc_group,train,CV_28,GPC,classifier_Selection,1.0,0.0
29,1.0,Acc_group,train,CV_29,GPC,classifier_Selection,1.0,0.0
30,1.0,Acc_group,train,CV_30,GPC,classifier_Selection,1.0,0.0
31,1.0,Acc_group,train,CV_31,GPC,classifier_Selection,1.0,0.0
32,1.0,Acc_group,test,CV_0,GPC,classifier_Selection,0.71875,0.08075219711382271
33,0.0,Acc_group,test,CV_1,GPC,classifier_Selection,0.71875,0.08075219711382271
34,0.0,Acc_group,test,CV_2,GPC,classifier_Selection,0.71875,0.08075219711382271
35,1.0,Acc_group,test,CV_3,GPC,classifier_Selection,0.71875,0.08075219711382271
36,0.0,Acc_group,test,CV_4,GPC,classifier_Selection,0.71875,0.08075219711382271
37,1.0,Acc_group,test,CV_5,GPC,classifier_Selection,0.71875,0.08075219711382271
38,1.0,Acc_group,test,CV_6,GPC,classifier_Selection,0.71875,0.08075219711382271
39,1.0,Acc_group,test,CV_7,GPC,classifier_Selection,0.71875,0.08075219711382271
40,1.0,Acc_group,test,CV_8,GPC,classifier_Selection,0.71875,0.08075219711382271
41,1.0,Acc_group,test,CV_9,GPC,classifier_Selection,0.71875,0.08075219711382271
42,1.0,Acc_group,test,CV_10,GPC,classifier_Selection,0.71875,0.08075219711382271
43,1.0,Acc_group,test,CV_11,GPC,classifier_Selection,0.71875,0.08075219711382271
44,1.0,Acc_group,test,CV_12,GPC,classifier_Selection,0.71875,0.08075219711382271
45,0.0,Acc_group,test,CV_13,GPC,classifier_Selection,0.71875,0.08075219711382271
46,0.0,Acc_group,test,CV_14,GPC,classifier_Selection,0.71875,0.08075219711382271
47,1.0,Acc_group,test,CV_15,GPC,classifier_Selection,0.71875,0.08075219711382271
48,0.0,Acc_group,test,CV_16,GPC,classifier_Selection,0.71875,0.08075219711382271
49,1.0,Acc_group,test,CV_17,GPC,classifier_Selection,0.71875,0.08075219711382271
50,0.0,Acc_group,test,CV_18,GPC,classifier_Selection,0.71875,0.08075219711382271
51,1.0,Acc_group,test,CV_19,GPC,classifier_Selection,0.71875,0.08075219711382271
52,1.0,Acc_group,test,CV_20,GPC,classifier_Selection,0.71875,0.08075219711382271
53,1.0,Acc_group,test,CV_21,GPC,classifier_Selection,0.71875,0.08075219711382271
54,1.0,Acc_group,test,CV_22,GPC,classifier_Selection,0.71875,0.08075219711382271
55,0.0,Acc_group,test,CV_23,GPC,classifier_Selection,0.71875,0.08075219711382271
56,0.0,Acc_group,test,CV_24,GPC,classifier_Selection,0.71875,0.08075219711382271
57,1.0,Acc_group,test,CV_25,GPC,classifier_Selection,0.71875,0.08075219711382271
58,1.0,Acc_group,test,CV_26,GPC,classifier_Selection,0.71875,0.08075219711382271
59,1.0,Acc_group,test,CV_27,GPC,classifier_Selection,0.71875,0.08075219711382271
60,1.0,Acc_group,test,CV_28,GPC,classifier_Selection,0.71875,0.08075219711382271
61,1.0,Acc_group,test,CV_29,GPC,classifier_Selection,0.71875,0.08075219711382271
62,1.0,Acc_group,test,CV_30,GPC,classifier_Selection,0.71875,0.08075219711382271
63,1.0,Acc_group,test,CV_31,GPC,classifier_Selection,0.71875,0.08075219711382271
